46	TP7	5	15	66	-1	-1	5	-7.312517	-2.298574	2.3852988	8.0278299	-2.837040	0.3016800	-1.772500	-0.557160	
40	 	5	16	67	-1	1	10	-7.391919	0.0321515	2.1436345	7.6965400	3.1372400	0.2822500	-1.885020	0.0082000	
34	FT7	5	17	68	-1	1	1	-6.823959	2.9684221	2.4300803	7.8283600	2.7312800	0.3156300	-1.685960	0.7333900	
27	F5	5	18	69	-1	1	1	-5.682547	5.4533843	2.8365654	8.3711900	2.3767700	0.3456900	-1.296230	1.2439600	
23	AF3	5	19	70	-1	1	1	-3.864122	7.6342405	3.0677701	9.0897900	2.0393600	0.3442600	-0.812240	1.6047200	
18	 	5	20	71	-1	1	1	-1.830882	8.7088391	3.1870911	9.4527000	1.7780100	0.3439000	-0.370130	1.7605800	
15	FPz	6	0	72	0	1	1	0.0000000	9.0874408	1.3333450	9.1847400	1.5708000	0.1456800	0.0000000	2.0731399	
9	Fp2	6	1	73	1	1	1	2.6954055	8.8848203	1.0883081	9.3482400	1.2762500	0.1166800	0.6133200	2.0216600	
2	AF8	6	2	74	1	1	1	5.2918047	6.7090975	0.3074348	8.5504200	0.9029500	0.0359600	1.3759200	1.7444300	
122	F8	6	3	75	1	1	1	6.3990871	4.1272488	-0.356852	7.6229800	0.5728300	-0.046830	1.9600000	1.2641500	
115	 	6	4	76	1	1	5	7.1916201	0.8500962	-0.882936	7.2953200	0.1176600	-0.121330	2.4137600	0.2853200	
108	T4/T8	6	5	77	1	0	5	7.3046250	-1.866238	-0.629182	7.5654700	-0.250140	-0.083260	2.3064300	-0.589260	
101	 	6	6	78	1	-1	5	6.7824807	-4.023512	-0.232191	7.8895300	-0.535420	-0.029430	1.9860400	-1.178160	
96	T6/P8	6	7	79	1	-1	3	6.0347468	-5.755782	0.0518430	8.3396600	-0.761740	0.0062200	1.6366000	-1.560950	
90	PO8	6	8	80	1	-1	4	4.6453022	-7.280552	0.1301397	8.6372600	-1.002870	0.0150700	1.2101200	-1.896620	
83	O2	6	9	81	1	-1	4	2.7388380	-8.607966	0.2393682	9.0363500	-1.262750	0.0264900	0.6774900	-2.129290	
75	Oz	6	10	82	0	-1	4	0.0000000	-8.996686	0.4879520	9.0099100	-1.570800	0.0541800	0.0000000	-2.197240	
70	O1	6	11	83	-1	-1	4	-2.738838	-8.607966	0.2393682	9.0363500	-1.878840	0.0264900	-0.677490	-2.129290	
65	PO7	6	12	84	-1	-1	4	-4.645302	-7.280552	0.1301397	8.6372600	-2.138720	0.0150700	-1.210120	-1.896620	
58	T5/P7	6	13	85	-1	-1	3	-6.034746	-5.755782	0.0518430	8.3396600	-2.379850	0.0062200	-1.636600	-1.560950	
50	 	6	14	86	-1	-1	5	-6.782480	-4.023512	-0.232191	7.8895300	-2.606170	-0.029430	-1.986040	-1.178160	
45	T3/T7	6	15	87	-1	0	5	-7.304625	-1.866238	-0.629182	7.5654700	-2.891460	-0.083260	-2.306430	-0.589260	
39	 	6	16	88	-1	1	5	-7.191620	0.8500962	-0.882936	7.2953200	3.0239300	-0.121330	-2.413760	0.2853200	
33	F7	6	17	89	-1	1	1	-6.399087	4.1272488	-0.356852	7.6229800	2.5687600	-0.046830	-1.960000	1.2641500	
26	AF7	6	18	90	-1	1	1	-5.291804	6.7090975	0.3074348	8.5504200	2.2386400	0.0359600	-1.375920	1.7444300	
22	Fp1	6	19	91	-1	1	1	-2.695405	8.8848203	1.0883081	9.3482400	1.8653400	0.1166800	-0.613320	2.0216600	
14	 	7	0	92	1	1	0	1.2704476	9.4790163	-0.947183	9.6105600	1.4375600	-0.098720	0.3189300	2.3796000	
8	 	7	1	93	1	1	0	4.2219015	7.9988173	-1.354789	9.1455400	1.0851399	-0.148680	1.1512500	2.1811600	
1	F10	7	2	94	1	1	9	5.7876776	5.5208632	-2.577468	8.4036000	0.7618100	-0.311730	1.9363700	1.8471000	
121	FT10	7	3	95	1	1	6	6.5507328	3.6115431	-3.353155	8.1974999	0.5038600	-0.421410	2.4639100	1.3584000	
114	T10	7	4	96	1	1	8	6.8407177	1.2784894	-3.555382	7.8147700	0.1847600	-0.472320	2.8274000	0.5284200	
100	RM	7	5	97	1	-1	7	6.5804383	-3.739554	-2.991084	8.1383700	-0.516770	-0.376350	2.3973600	-1.362380	
95	P10	7	6	98	1	-1	4	5.4040913	-5.870302	-2.891640	8.4868300	-0.826730	-0.347680	1.8432100	-2.002220	
89	 	7	7	99	1	-1	4	3.5288480	-7.603010	-2.818037	8.8430700	-1.136249	-0.324330	1.1333400	-2.441810	
82	 	7	8	100	1	-1	4	1.1257311	-8.455208	-2.632832	8.9269000	-1.438430	-0.299380	0.3511100	-2.637130	
74	 	7	9	101	-1	-1	4	-1.125731	-8.455208	-2.632832	8.9269000	-1.703160	-0.299380	-0.351110	-2.637130	
69	 	7	10	102	-1	-1	4	-3.528848	-7.603010	-2.818037	8.8430700	-2.005349	-0.324330	-1.133340	-2.441810	
64	P9	7	11	103	-1	-1	4	-5.404091	-5.870302	-2.891640	8.4868300	-2.314869	-0.347680	-1.843210	-2.002220	
57	LM	7	12	104	-1	-1	7	-6.580438	-3.739554	-2.991084	8.1383700	-2.624820	-0.376350	-2.397360	-1.362380	
44	T9	7	13	105	-1	1	8	-6.840717	1.2784894	-3.555382	7.8147700	2.9568300	-0.472320	-2.827400	0.5284200	
38	FT9	7	14	106	-1	1	6	-6.550732	3.6115431	-3.353155	8.1974999	2.6377400	-0.421410	-2.463910	1.3584000	
32	F9	7	15	107	-1	1	9	-5.787677	5.5208632	-2.577468	8.4036000	2.3797800	-0.311730	-1.936370	1.8471000	
25	 	7	16	108	-1	1	0	-4.221901	7.9988173	-1.354789	9.1455400	2.0564500	-0.148680	-1.151250	2.1811600	
21	 	7	17	109	-1	1	0	-1.270447	9.4790163	-0.947183	9.6105600	1.7040300	-0.098720	-0.318930	2.3796000	
17	NAS	8	0	110	0	1	0	0.0000000	9.2711397	-2.211516	9.5312600	1.5708000	-0.234160	0.0000000	2.5770600	
125	 	8	1	111	1	1	6	6.1184581	4.5238701	-4.409174	8.7944200	0.6366700	-0.525170	2.3646700	1.7483900	
120	 	8	2	112	1	1	8	6.5189951	2.4172993	-5.253637	8.7144300	0.3550900	-0.647090	2.8941700	1.0731800	
113	 	8	3	113	1	0	8	6.2981273	0.4166345	-6.069156	8.7564100	0.0660600	-0.765800	3.2177900	0.2128600	
107	 	8	4	114	1	-1	8	6.1749693	-2.458138	-5.637380	8.7150900	-0.378850	-0.703450	2.9292300	-1.166070	
99	 	8	5	115	1	-1	7	5.3332661	-4.302240	-5.613509	8.8580200	-0.678800	-0.686350	2.4383799	-1.966990	
94	 	8	6	116	1	-1	7	3.7849839	-6.401014	-5.260040	9.1086300	-1.036790	-0.615640	1.5521400	-2.624920	
88	 	8	7	117	1	-1	7	1.9296522	-7.497197	-5.136777	9.2907500	-1.318880	-0.585830	0.7512500	-2.918800	
81	 	8	8	118	0	-1	7	0.0000000	-7.858918	-4.945387	9.2854400	-1.570800	-0.561660	0.0000000	-2.984930	
